"source","key","name","nameKana","description","descriptionKana"
"monsters_dark_table","STUDY_STAMINA_STUDY","フォート","フォート","魔導鉄兵がさらに知識を深め、自身の重さを魔力で制御し巨大な浮遊要塞となった。完璧な計算に基づいた防御障壁を張る。","まどうてっぺいがさらにちしきをふかめ、じしんのおもさをまりょくでせいぎょしきょだいなふゆうようさいとなった。かんぺきなけいさんにもとづいたぼうぎょしょうへきをはる。"
"monsters_dark_table","STUDY_STAMINA_STAMINA","イージス","イージス","アーマードが体力を極め、超重量級の合金ボディとなった。知能は高いが、言葉より先に「守る」行動に出る、無口で頼れる巨大ロボ。","アーマードがたいりょくをきわめ、ちょうじゅうりょうきゅうのごうきんボディとなった。ちのうはたかいが、ことばよりさきに「まもる」こうどうにでる、むくちでたよれるきょだいロボ。"
"monsters_dark_table","STUDY_STAMINA_LIFE","レスキュー","レスキュー","知識と体力を、人助けに使うことを決意。怪我人を運ぶストレッチャーや治療器具を内蔵した、頼もしいカラクリ馬車となる。","ちしきとたいりょくを、ひとだすけにつかうことをけつい。けがにんをはこぶストレッチャーやちりょうきぐをないぞうした、たのもしいカラクリばしゃとなる。"
"monsters_dark_table","STUDY_LIFE_STUDY","マイスター","マイスター","クリンがさらに効率を追求。無数の小型ドローンを配下に持ち、部屋全体のホコリを一瞬で計算・除去する。汚れを見つけると少しヒステリックになる。","クリンがさらにこうりつをついきゅう。むすうのこがたドローンをはいかにもち、へやぜんたいのホコリをいっしゅんでけいさん・じょきょする。よごれをみつけるとすこしヒステリックになる。"
"monsters_dark_table","STUDY_LIFE_STAMINA","スリープ","スリープ","生活を支える体力を得て、究極の「安らぎ」を提供する。羊のような姿で、魔力で編んだフカフカの布団と適度な重みで安眠を誘う。","せいかつをささえるたいりょくをえて、きゅうきょくの「やすらぎ」をていきょうする。ひつじのようなすがたで、まりょくであんだフカフカのふとんとてきどのおもみであんみんをさそう。"
"monsters_dark_table","STUDY_LIFE_LIFE","セバス","セバス","生活力を極めた黄金の執事ロボ。洗練されたお辞儀と完璧な手際ですべての家事をこなす。主人の健康状態を常に計算し、最適な食事を提供する。","せいかつりょくをきわめたおうごんのしつじロボ。せんれんされたおじぎとかんぺきなてぎわですべてのかじをこなす。しゅじんのけんこうじょうたいをつねにけいさんし、さいてきなしょくじをていきょうする。"
"monsters_dark_table","STAMINA_STUDY_STUDY","クリスタル","クリスタル","重力の研究を極め、岩石の体が透明なクリスタルへと変化した竜。理屈っぽく、美しい幾何学模様を愛する。浮遊するクリスタルで攻撃・防御を行う。","じゅうりょくのけんきゅうをきわめ、がんせきのからだがとうめいなクリスタルへとへんかしたりゅう。りくつっぽく、うつくしいきかがくもようをあいする。ふゆうするクリスタルでこうげき・ぼうぎょをおこなう。"
"monsters_dark_table","STAMINA_STUDY_STAMINA","マギグラビ","マギグラビ","知識を体力へ還元。巨大な岩石の体そのものを重力魔法で自在に浮遊させ、超重量の体当たりを食らわせる重力の魔術師。","ちしきをたいりょくへかんげん。きょだいながんせきのからだそのものをじゅうりょくまほうでじざいにふゆうさせ、ちょうじゅうりょうのたいあたりをくらわせるじゅうりょくのまじゅつし。"
"monsters_dark_table","STAMINA_STUDY_LIFE","クロック","クロック","重力制御の知識を、正確な時を刻む生活力へ応用。体が巨大な時計塔となり、村のシンボルとして時間を守り、重力で天気を予測する。","じゅうりょくせいぎょのちしきを、せいかくなときをきざむせいかつりょくへおうよう。からだがきょだいなとけいとうとなり、むらのシンボルとしてじかんをまもり、じゅうりょくでてんきをよそくする。"
"monsters_dark_table","STAMINA_STAMINA_STUDY","ガイア","ガイア","動かざる岩が、大地の鼓動を聞く知識を得た。山のように巨大で、地面に耳を当てて地震や天災を予知する、寡黙な予言者。","うごかざるいわが、だいちのこどうをきくちしきをえた。やまのようにきょだいで、じめんにみみをあてててじしんやてんさいをよちする、かもくなよげんしゃ。"
"monsters_dark_table","STAMINA_STAMINA_STAMINA","ゴッドストーン","ゴッドストーン","体力を究極まで極めた。山そのものが意思を持ったような姿。絶対に動かないことへの自信に溢れ、あらゆる攻撃を弾き返す、不屈の象徴。","たいりょくをきゅうきょくまできわめた。やまそのものがいしをもったようなすがた。ぜったいにうごかないことへのじしんにあふれ、あらゆるこうげきをはじきかえす、ふくつのしょうちょう。"
"monsters_dark_table","STAMINA_STAMINA_LIFE","ガーディアン","ガーディアン","鍛えた体で家事を手伝い、みんなを守る。巨大なクマのような姿でエプロンをしている。世話焼きで、子供を背中に乗せて遊ぶのが大好き。","きたえたからだでかじをてつだい、みんなをまもる。きょだいなクマのようなすがたでエプロンをしている。せわやきで、こどもをせなかにのせてあそぶのがだいすき。"
"monsters_dark_table","STAMINA_LIFE_STUDY","エール","エール","笑顔とパワーに加え、どうすれば人を効率よく元気づけられるかを理解した。巨大な声と正確なリズムの応援で、みんなのやる気を最大化する。","えがおとパワーにくわえ、どうすればひとをこうりつよくげんきづけられるかをりかいした。きょだいなこえとせいかくなリズムのおうえんで、みんなのやるきをさいだいかする。"
"monsters_dark_table","STAMINA_LIFE_STAMINA","グロウ","グロウ","笑顔とパワーを、作物を育てることに注いだ。頑丈な足腰で荒れ地を耕し、どんな日照りにも負けず、豊かな実りをもたらす大きな優しいクマ。","えがおとパワーを、さくもつをそだてることにそそいだ。がんじょうなあしこしであれちをたがやし、どんなひでりにもまけず、ゆたかなみのりをもたらすおおきなやさしいクマ。"
"monsters_dark_table","STAMINA_LIFE_LIFE","ミコシ","ミコシ","生活力を極めた。自身が黄金の神輿となり、みんなに担がれることで、その土地に健康と繁栄をもたらす、笑顔と幸福のエネルギーの塊。","せいかつりょくをきわめた。じしんがおうごんのみこしとなり、みんなにかつがれることで、そのとちにけんこうとはんえいをもたらす、えがおとこうふくのエネルギーのかたまり。"
"monsters_dark_table","LIFE_STUDY_STUDY","カレンダー","カレンダー","時間管理を極めた。全身がカレンダーと時計で構成されている。1秒のズレも許さず、主人の予定を完璧に管理し、効率的な生活を徹底させる。","じかんかんりをきわめた。ぜんしんがカレンダーととけいでこうせいされている。1びょうのズレもゆるさず、しゅじんのよていをかんぺきにかんりし、こうりつてきなせいかつをてっていさせる。"
"monsters_dark_table","LIFE_STUDY_STAMINA","マイスター","マイスター","時計の知識と、それを形にするタフな手を得た。生活を便利にするカラクリ家具や道具を次々と作り出す、笑顔の頑固職人。","とけいのちしきと、それをかたちにするタフなてをえた。せいかつをべんりにするカラクリかぐやどうぐをつぎつぎとつくりだす、えがおのがんこしょくにん。"
"monsters_dark_table","LIFE_STUDY_LIFE","カロリー","カロリー","時間管理を健康管理へ応用。食材の栄養素を瞬時に計算し、最高のタイミングで完璧なバランスの食事を提供する、白衣を着た料理人。","じかんかんりをけんこうかんりへおうよう。しょくざいのえいようそをしゅんじにけいさんし、さいこうのタイミングでかんぺきなバランスのしょくじをていきょうする、はくいをきたりょうりにん。"
"monsters_dark_table","LIFE_STAMINA_STUDY","マーチャント","マーチャント","荷運びの中で世の中のニーズを学んだ。巨大なリュックには生活必需品が詰まっており、笑顔と巧みな話術で必要な人に必要なものを届ける。","にはこびのなかでよのなかのニーズをまなんだ。きょだいなリュックにはせいかつひつじゅひんがつまっており、えがおとたくみなわじゅつでひつようなひとにひつようなものをとどける。"
"monsters_dark_table","LIFE_STAMINA_STAMINA","ムービング","ムービング","体力を極め、家一軒をそのまま持ち上げられるほどのパワーを得た。器用な手で家具を傷つけず、笑顔で迅速に引っ越しをこなす、頼り甲斐のある巨人。","たいりょくをきわめ、いえいっけんをそのままもちあげられるほどのパワーをえた。きようなてでかぐをきずつけず、えがおでじんそくにひっこしをこなす、たよりがいのあるきょじん。"
"monsters_dark_table","LIFE_STAMINA_LIFE","ナース","ナース","パワーを優しさのために使う。大きな体で子供を優しく抱き上げ、どんなに泣き喚く子も笑顔で寝かしつける、太陽のような包容力を持つ。","パワーをやさしさのためにつかう。おおきなからだでこどもをやさしくだきあげ、どんなになきわめくこもえがおでねかしつける、たいようのようなほうようりょくをもつ。"
"monsters_dark_table","LIFE_LIFE_STUDY","シェフ","シェフ","家事の中でも料理の知識を極めた。無数の手で異なる料理を同時に作り、味・栄養・彩り、すべてが完璧な至高のフルコースを提供する。","かじのなかでもりょうりのちしきをきわめた。むすうのてでことなるりょうりをどうじにつくり、あじ・えいよう・いろどり、すべてがかんぺきなしこうのフルコースをていきょうする。"
"monsters_dark_table","LIFE_LIFE_STAMINA","サンシャイン","サンシャイン","洗濯に体力を注いだ。どんな頑固な汚れも強靭な腕で真っ白に洗い上げ、太陽のような熱気で一瞬で乾かす。抱きつくとお日様の匂いがする。","せんたくにたいりょくをそそいだ。どんながんこなよごれもきょうじんなうででまっしろにあらいあげ、たいようのようなねっきでいっしゅんでかわかす。だきつくとおひさまのにおいがする。"
"monsters_dark_table","LIFE_LIFE_LIFE","ゴッドセバス","ゴッドセバス","生活力を極めた究極の奉仕者。存在自体がその場所を「完璧な快適空間」に変える。常に最高の笑顔で、主人の望みを先読みして叶える。","せいかつりょくをきわめたきゅうきょくのほうししゃ。そんざいじたいがそのばしょを「かんぺきなかいてきくうかん」にかえる。つねにさいこうのえがおで、しゅじんののぞみをさきよみしてかなえる。"
"monsters_light_table","STUDY","ルミナ","ルミナ","星の光みたいにふわっと輝く小さな妖精。丸くてキラキラした目が可愛い。本を読むと魔法の光文字が体を包む。「ふふっ、わかったよ！」が口グセ。","ほしのひかりみたいにふわっとかがやくちいさなようせい。まるくてキラキラしためがかわいい。ほんをよむとまほうのひかりもじがからだをつつむ。「ふふっ、わかったよ！」がくちぐせ。"
"monsters_light_table","STAMINA","アクティ","アクティ","ぽよぽよした体でいつも元気いっぱい！どんな坂道も全力ダッシュ。「やるきまんまん！」が口グセで、しっぽをふりふりしながら走り回っている。","ぽよぽよしたからだでいつもげんきいっぱい！どんなさかみちもぜんりょくダッシュ。「やるきまんまん！」がくちぐせで、しっぽをふりふりしながらはしりまわっている。"
"monsters_light_table","LIFE","メルル","メルル","ふわふわの羽根をもつちいさな精霊。お家の中の小さな「ハッピー」を見つけるのが得意。靴をそろえたりお手伝いが大好きで、そっといい香りを運んでくれる。","ふわふわのはねをもつちいさなせいれい。おうちのなかのちいさな「ハッピー」をみつけるのがとくい。くつをそろえたりおてつだいがだいすきで、そっといいかおりをはこんでくれる。"
"monsters_light_table","STUDY_STUDY","インテリキャット","インテリキャット","ルミナが本と友だちになって、ふわふわ猫に進化！頭に小さな眼鏡をかけ、しっぽで本のページをめくる。勉強中はとっても集中するけど、なでなでされるとゴロゴロいう。","ルミナがほんととだちになって、ふわふわねこにしんか！あたまにちいさなめがねをかけ、しっぽでほんのページをめくる。べんきょうちゅうはとってもしゅうちゅうするけど、なでなでされるとゴロゴロいう。"
"monsters_light_table","STUDY_STAMINA","クリスタルバード","クリスタルバード","知識と体力を両方鍛えた、翼がクリスタルで輝く鳥。空を飛びながらメモをとり、どんな高い木にも登って調べものをする。羽ばたくと知恵のきらめきが広がる。","ちしきとたいりょくをりょうほうきたえた、つばさがクリスタルでかがやくとり。そらをとびながらメモをとり、どんなたかいきにものぼってしらべものをする。はばたくとちえのきらめきがひろがる。"
"monsters_light_table","STUDY_LIFE","インクペンギン","インクペンギン","ルミナが「くらしをもっとたのしく」と考えて進化。ぽてぽてしたペンギンの体にインク瓶をいつも持っている。毎日のできごとを絵日記にかわいくまとめるのが大好き。","ルミナが「くらしをもっとたのしく」とかんがえてしんか。ぽてぽてしたペンギンのからだにインクびんをいつももっている。まいにちのできごとをえにっきにかわいくまとめるのがだいすき。"
"monsters_light_table","STAMINA_STUDY","スカウトフォックス","スカウトフォックス","アクティが賢くなって、山や森で道を探すのが得意なキツネに進化。くるんとした尻尾のおかげでバランス感覚も抜群。地図を読みながら颯爽と走る。","アクティがかしこくなって、やまやもりでみちをさがすのがとくいなキツネにしんか。くるんとしたしっぽのおかげでバランスかんかくもばつぐん。ちずをよみながらさっそうとはしる。"
"monsters_light_table","STAMINA_STAMINA","ブレイブレオ","ブレイブレオ","体力をさらに鍛えた勇敢なライオン。ふわふわのたてがみがかわいく、でんと構えた姿はとっても頼もしい。「ぜったいまけないよ！」が口グセ。","たいりょくをさらにきたえたゆうかんなライオン。ふわふわのたてがみがかわいく、でんとかまえたすがたはとってもたのもしい。「ぜったいまけないよ！」がくちぐせ。"
"monsters_light_table","STAMINA_LIFE","レスキューパピー","レスキューパピー","体力をみんなのために使う元気な子犬。ふわふわの耳で遠くの声を聞き、小さな救急バッグを背負っていつでも助けに行く。笑顔と尻尾ふりが最高の応援。","たいりょくをみんなのためにつかうげんきなこいぬ。ふわふわのみみでとおくのこえをきき、ちいさなきゅうきゅうバッグをせおっていつでもたすけにいく。えがおとしっぽふりがさいこうのおうえん。"
"monsters_light_table","LIFE_STUDY","ミントアライグマ","ミントアライグマ","メルルが時間の大切さに気づいて進化。ミントグリーンの縞模様がキュート。几帳面に手を洗い、生活リズムをノートに書き留めるのが得意。","メルルがじかんのたいせつさにきづいてしんか。ミントグリーンのしまもようがキュート。きちょうめんにてをあらい、せいかつリズムをノートにかきとめるのがとくい。"
"monsters_light_table","LIFE_STAMINA","ポポパンダ","ポポパンダ","メルルが力持ちになった丸々としたパンダ。ゆっくりのんびりだけど、いざとなるとびっくりするほど力持ち。笑顔でタケノコを渡してくれる姿が最高にかわいい。","メルルがちからもちになったまるまるとしたパンダ。ゆっくりのんびりだけど、いざとなるとびっくりするほどちからもち。えがおでタケノコをわたしてくれるすがたがさいこうにかわいい。"
"monsters_light_table","LIFE_LIFE","コットンラム","コットンラム","生活力がさらに上がってふわふわの羊に進化。体がコットンみたいにもこもこ。お洗濯とお料理が得意で、家にいるだけでほんわかした気持ちになれる。","せいかつりょくがさらにあがってふわふわのひつじにしんか。からだがコットンみたいにもこもこ。おせんたくとおりょうりがとくいで、いえにいるだけでほんわかしたきもちになれる。"
"monsters_light_table","STUDY_STUDY_STUDY","大魔導士プラチナキャット","だいまどうしプラチナキャット","白銀の毛並みに魔法陣が浮かぶ大魔導士猫。星の輝きを纏い、無数の本が周りをくるくる飛んでいる。微笑みながらキラキラの魔法をかけてくれる知恵の女王。","はくぎんのけなみにまほうじんがうかぶだいまどうしねこ。ほしのかがやきをまとい、むすうのほんがまわりをくるくるとんでいる。ほほえみながらキラキラのまほうをかけてくれるちえのじょおう。"
"monsters_light_table","STUDY_STUDY_STAMINA","チェスナイト・スノーレオ","チェスナイト・スノーレオ","チェスの戦略を極めた雪白のライオン。たてがみが雪の結晶みたいにキラキラ輝く。一手で相手の気持ちを読んで最高の答えを導く。でもお昼寝が何より大好き。","チェスのせんりゃくをきわめたせっぱくのライオン。たてがみがゆきのけっしょうみたいにキラキラかがやく。いってであいてのきもちをよんでさいこうのこたえをみちびく。でもおひるねがなによりだいすき。"
"monsters_light_table","STUDY_STUDY_LIFE","古書堂のミケネコ","こしょどうのミケネコ","三毛猫が古い本屋さんに棲みついた姿。たくさんの本の香りに包まれ、訪れた人に必要な本をそっと教えてくれる。その眼差しは優しく、すべてを見通しているみたい。","みけねこがふるいほんやさんにすみついたすがた。たくさんのほんのかおりにつつまれ、おとずれたひとにひつようなほんをそっとおしえてくれる。そのまなざしはやさしく、すべてをみとおしているみたい。"
"monsters_light_table","STUDY_STAMINA_STUDY","極光のペガサス","きょっこうのペガサス","知性と体力を究めた白馬に翼が生えた姿。オーロラのような光のたてがみをなびかせて空を駆ける。その蹄が触れた地には知恵の花が咲くという。","ちせいとたいりょくをきわめたはくばにつばさがはえたすがた。オーロラのようなひかりのたてがみをなびかせてそらをかける。そのひづめがふれたちにはちえのはながさくという。"
"monsters_light_table","STUDY_STAMINA_STAMINA","空の覇者グリフォン","そらのはしゃグリフォン","鷹の知恵とライオンの体力を持つ誇り高き生き物。空の一番高いところから世界を見守り、大切なものを守り抜く。その翼の風に当たると勇気が湧いてくる。","たかのちえとライオンのたいりょくをもつほこりたかきいきもの。そらのいちばんたかいところからせかいをみまもり、たいせつなものをまもりぬく。そのつばさのかぜにあたるとゆうきがわいてくる。"
"monsters_light_table","STUDY_STAMINA_LIFE","幸運の青い鳥","こううんのあおいとり","幸せを運ぶと言われる小さな青い鳥。頭がよくて飛ぶのも得意で、困っている人を見つけると必ずそっと助けてくれる。羽根が触れた場所には幸運の花びらが舞う。","しあわせをはこぶといわれるちいさなあおいとり。あたまがよくてとぶのもとくいで、こまっているひとをみつけるとかならずそっとたすけてくれる。はねがふれたばしょにはこううんのはなびらがまう。"
"monsters_light_table","STUDY_LIFE_STUDY","時計仕掛けのラビット","とけいじかけのラビット","精密な時計の歯車で動く不思議なウサギ。耳が時計の針みたいにくるくる回る。「おじかんをたいせつに！」と言いながら、正確な生活リズムを教えてくれる。","せいみつなとけいのはぐるまでうごくふしぎなウサギ。みみがとけいのはりみたいにくるくるまわる。「おじかんをたいせつに！」といいながら、せいかくなせいかつリズムをおしえてくれる。"
"monsters_light_table","STUDY_LIFE_STAMINA","発明家のビーバー","はつめいかのビーバー","知識と生活力で便利なものを作り続けるビーバー。丈夫な歯と器用な手で毎日新しいお家グッズを発明している。しっぽで設計図を描くのが何より楽しみ。","ちしきとせいかつりょくでべんりなものをつくりつづけるビーバー。じょうぶなはときようなてでまいにちあたらしいおうちグッズをはつめいしている。しっぽでせっけいずをえがくのがなによりたのしみ。"
"monsters_light_table","STUDY_LIFE_LIFE","調香師のリス","ちょうこうしのリス","自然の香りを知り尽くしたかわいいリス。どんぐり帽子にハーブを詰め、最高のアロマを調合する。そのお部屋にいるだけでふわっと幸せな気持ちになれる。","しぜんのかおりをしりつくしたかわいいリス。どんぐりぼうしにハーブをつめ、さいこうのアロマをちょうごうする。そのおへやにいるだけでふわっとしあわせなきもちになれる。"
"monsters_light_table","STAMINA_STUDY_STUDY","氷上のフィギュアフォックス","ひょうじょうのフィギュアフォックス","氷の上を舞う、知恵と美しさを兼ね備えたキツネ。クリスタルのスケートシューズで完璧な演技をして、見る人全員を笑顔にする。その軌跡は星の絵になる。","こおりのうえをまう、ちえとうつくしさをかねそなえたキツネ。クリスタルのスケートシューズでかんぺきなえんぎをして、みるひとぜんいんをえがおにする。そのきせきはほしのえになる。"
"monsters_light_table","STAMINA_STUDY_STAMINA","蒼き炎のフェニックス","あおきほのおのフェニックス","不死鳥の力と知恵を持ち、深い青の炎に包まれた鳥。どんなに大変なことがあっても必ず立ち上がり、仲間を励ます。その歌声は悲しみを溶かしてしまう。","ふしちょうのちからとちえをもち、ふかいあおのほのおにつつまれたとり。どんなにたいへんなことがあってもかならずたちあがり、なかまをはげます。そのうたごえはかなしみをとかしてしまう。"
"monsters_light_table","STAMINA_STUDY_LIFE","山岳救助犬ハスキー","さんがくきゅうじょけんハスキー","雪山の知識と体力を持つ青い目のハスキー。猛吹雪の中でも道を迷わず、倒れた人を温かな毛皮で包んで安全な場所へ連れ帰る。その尻尾ふりは嵐の中でも止まらない。","ゆきやまのちしきとたいりょくをもつあおいめのハスキー。もうふぶきのなかでもみちをまよわず、たおれたひとをあたたかなけがわでつつんであんぜんなばしょへつれかえる。そのしっぽふりはあらしのなかでもとまらない。"
"monsters_light_table","STAMINA_STAMINA_STUDY","真実の聖騎士・レオ","しんじつのせいきし・レオ","正義と知恵を極めた王者ライオン。金の甲冑がまぶしく輝き、ひとたび咆哮すれば不正が消え去るという。でもお友達の前では甘えん坊な一面も。","せいぎとちえをきわめたおうじゃライオン。きんのかっちゅうがまぶしくかがやき、ひとたびほうこうすればふせいがきえさるという。でもおともだちのまえではあまえんぼうないちめんも。"
"monsters_light_table","STAMINA_STAMINA_STAMINA","太陽の黄金龍","たいようのおうごんりゅう","太陽の力を宿した黄金に輝く竜。どんなに暗い夜でも温かな光で照らし、寒さや悲しみを溶かしてしまう。その声は虹を呼ぶ。","たいようのちからをやどしたおうごんにかがやくりゅう。どんなにくらいよるでもあたたかなひかりでてらし、さむさやかなしみをとかしてしまう。そのこえはにじをよぶ。"
"monsters_light_table","STAMINA_STAMINA_LIFE","頼れるボクサー・カンガルー","たよれるボクサー・カンガルー","体力を鍛えつくしたお母さんカンガルー。ポケットには必要なものが何でも入っていて、みんなの荷物を抱えて全力ダッシュ。笑顔が最高の応援歌になる。","たいりょくをきたえつくしたおかあさんカンガルー。ポケットにはひつようなものがなんでもはいっていて、みんなのにもつをかかえてぜんりょくダッシュ。えがおがさいこうのおうえんかになる。"
"monsters_light_table","STAMINA_LIFE_STUDY","森の案内人トナカイ","もりのあんないにんトナカイ","森の地理を熟知したトナカイ。ツノがコンパスみたいに光って迷子を正しい方向へ導く。思いやりがあって、迷い込んだ動物たちのお家を見つけるのが何より好き。","もりのちりをじゅくちしたトナカイ。ツノがコンパスみたいにひかってまいごをただしいほうこうへみちびく。おもいやりがあって、まよいこんだどうぶつたちのおうちをみつけるのがなによりすき。"
"monsters_light_table","STAMINA_LIFE_STAMINA","大地の王者マンモス","だいちのおうじゃマンモス","大地の力を宿した大きなマンモス。その一歩一歩が地面を豊かにして、踏んだ場所に花が咲く。みんなをふかふかの背中に乗せてゆったり歩いてくれる。","だいちのちからをやどしたおおきなマンモス。そのいっぽいっぽがじめんをゆたかにして、ふんだばしょにはながさく。みんなをふかふかのせなかにのせてゆったりあるいてくれる。"
"monsters_light_table","STAMINA_LIFE_LIFE","忠義の守護柴犬","ちゅうぎのしゅごしばいぬ","大切な人への誠実さを極めた柴犬。いつも凛と背筋を伸ばして、大切な人を守るために走り続ける。「おかえり！」と尻尾をふる姿が家族への最高の出迎え。","たいせつなひとへのせいじつさをきわめたしばいぬ。いつもりんとせすじをのばして、たいせつなひとをまもるためにはしりつづける。「おかえり！」としっぽをふるすがたがかぞくへのさいこうのでむかえ。"
